order_var,value,url,scrape_date
1,BBC goes inside Al-Shifa hospital with the Israeli army,,2023-11-16 14:45:15
2,Spain's Pedro Sánchez wins new term as PM,,2023-11-16 14:45:15
3,The Crown final season fails with critics,,2023-11-16 14:45:15
4,Russian artist gets 7 years for anti-war price tags,,2023-11-16 14:45:15
5,Top general locked away evidence of SAS executions,,2023-11-16 14:45:15
6,Five things we learned from the Biden-Xi meeting,,2023-11-16 14:45:15
7,Dog survives 10 weeks in wild beside dead owner,,2023-11-16 14:45:15
8,Harry Styles buzz cut reveal lights up fan debate,,2023-11-16 14:45:15
9,Virginia mother of child who shot teacher sentenced,,2023-11-16 14:45:15
10,Dutch election promises new era and shake-up in politics,,2023-11-16 14:45:15
