order_var,value,url,scrape_date
1,Suella Braverman sacked as home secretary,,2023-11-13 16:18:42
2,The Marvels bombs with lowest MCU box office debut,,2023-11-13 16:18:42
3,State media retract report of Russian retreat,,2023-11-13 16:18:42
4,Iceland quakes weaker but volcano warning persists,,2023-11-13 16:18:42
5,Terrorism charges over Uganda honeymoon deaths,,2023-11-13 16:18:42
6,Toxic haze in Delhi after Diwali festival,,2023-11-13 16:18:42
7,Iceland volcano: what will the impact be?,,2023-11-13 16:18:42
8,Public holiday in Kenya to plant 100 million trees,,2023-11-13 16:18:42
9,Rebels try to justify kidnapping of Luis Díaz's father,,2023-11-13 16:18:42
10,Why a South African politician touched a nerve in Kenya,,2023-11-13 16:18:42
