order,value,url,scrape_date
1,Poland's ruling party set to lose power - exit poll,,2023-10-15 21:50:10
2,Inside the exhausted Gazan city with a million mouths to feed,,2023-10-15 21:50:10
3,11kg of suspected cocaine found in wheelchair,,2023-10-15 21:50:10
4,Medieval 'love motto' gold ring found,,2023-10-15 21:50:10
5,Who's behind Israel-Gaza disinformation and hate online?,,2023-10-15 21:50:10
6,US actress Piper Laurie dies at 91,,2023-10-15 21:50:10
7,Afghanistan hit by third earthquake in a week,,2023-10-15 21:50:10
8,England stunned by Afghanistan in World Cup defeat,,2023-10-15 21:50:10
9,Ecuador chooses president during wave of violence,,2023-10-15 21:50:10
10,The volunteers giving dignity to Israel’s dead,,2023-10-15 21:50:10
