order_var,value,url,scrape_date
1,What a Trump second term would look like,,2023-11-04 12:22:50
2,Woman accuses Brand of sexual assault on film set,,2023-11-04 12:22:50
3,Bowen: Five new realities after four weeks of Israel-Gaza war,,2023-11-04 12:22:50
4,US acknowledges flying unarmed drones over Gaza,,2023-11-04 12:22:50
5,Space telescope records baby star's first screams,,2023-11-04 12:22:50
6,"""They couldn't save my daughter"": 150 dead in Nepal quake",,2023-11-04 12:22:50
7,Hezbollah steps back from all-out war on Israel - for now,,2023-11-04 12:22:50
8,Four things we learned from Trump sons’ testimony,,2023-11-04 12:22:50
9,Free at last - an English teacher who fled the Taliban,,2023-11-04 12:22:50
10,Everyone got duped by Sam Bankman-Fried's big gamble,,2023-11-04 12:22:50
