order_var,value,url,scrape_date
1,Maine mass shooting suspect found dead,,2023-10-28 08:10:35
2,Sailor rescued after days drifting in Pacific Ocean,,2023-10-28 08:10:35
3,Taylor Swift tackles slut shamers with 1989 remake,,2023-10-28 08:10:35
4,Doubt cast on indigenous roots of Buffy Sainte-Marie,,2023-10-28 08:10:35
5,Donald Trump and children to testify in fraud case,,2023-10-28 08:10:35
6,Gaza destruction shown in new satellite images,,2023-10-28 08:10:35
7,Former Prime Minister Boris Johnson joins GB News,,2023-10-28 08:10:35
8,Fashion brand A&F facing sex-trafficking lawsuit,,2023-10-28 08:10:35
9,Going undercover to reveal people smugglers' tactics,,2023-10-28 08:10:35
10,"Spain Church sexual abuse 'affected 200,000' minors",,2023-10-28 08:10:35
