order,value,url,scrape_date
1,Berlusconi's 'worthless' art a headache for heirs,,2023-10-19 21:36:28
2,Ukraine troop build-up reported across Dnipro river,,2023-10-19 21:36:28
3,Trump ex-lawyer pleads guilty in Georgia election case,,2023-10-19 21:36:28
4,'Mannequin' arrested after Warsaw shop burglary,,2023-10-19 21:36:28
5,"What video, pictures and other evidence tell us about Gaza hospital blast",,2023-10-19 21:36:28
6,Jordan set to pause Speaker bid after twin defeats,,2023-10-19 21:36:28
7,Hundreds arrested at protest near US Capitol,,2023-10-19 21:36:28
8,Law students lose job offers over anti-Israel letters,,2023-10-19 21:36:28
9,EU bids to tighten migration rules after attacks,,2023-10-19 21:36:28
10,The top electric car maker that is not Tesla,,2023-10-19 21:36:28
