order_var,value,url,scrape_date
1,Antisemitic graffiti in Paris worries leaders,,2023-10-31 21:15:00
2,"Legal row over 2,800,000% mark-up for African mask",,2023-10-31 21:15:00
3,What China wants from Israel-Hamas war,,2023-10-31 21:15:00
4,US to remove four African countries from trade deal,,2023-10-31 21:15:00
5,Anti-war protesters disrupt US Senate hearing,,2023-10-31 21:15:00
6,Friends stars 'devastated' by Matthew Perry's death,,2023-10-31 21:15:00
7,Teen taken hostage by Hamas back home in Chicago,,2023-10-31 21:15:00
8,"British Jews are 'full of fear, like I've never seen before'",,2023-10-31 21:15:00
9,Paris police shoot woman at station after threats,,2023-10-31 21:15:00
10,'Sometimes from behind the camera I just stand and cry',,2023-10-31 21:15:00
