order,value,url,scrape_date
1,Polish ruling party set to lose majority - exit poll,,2023-10-16 00:17:34
2,Inside the exhausted Gazan city with a million mouths to feed,,2023-10-16 00:17:34
3,Iranian director Dariush Mehrjui and wife found dead,,2023-10-16 00:17:34
4,11kg of suspected cocaine found in wheelchair,,2023-10-16 00:17:34
5,South Africa beat France by one point in thriller,,2023-10-16 00:17:34
6,Medieval 'love motto' gold ring found,,2023-10-16 00:17:34
7,US actress Suzanne Somers dies aged 76,,2023-10-16 00:17:34
8,Who's behind Israel-Gaza disinformation and hate online?,,2023-10-16 00:17:34
9,England stunned by Afghanistan in World Cup defeat,,2023-10-16 00:17:34
10,Madonna's Celebration tour is a family affair,,2023-10-16 00:17:34
