order_var,value,url,scrape_date
1,Why Li Keqiang's death is dangerous for Xi Jinping,,2023-10-28 00:59:21
2,All 18 victims of Maine shooting named,,2023-10-28 00:59:21
3,Doubt cast on indigenous roots of Buffy Sainte-Marie,,2023-10-28 00:59:21
4,Donald Trump and children to testify in fraud case,,2023-10-28 00:59:21
5,Former Prime Minister Boris Johnson joins GB News,,2023-10-28 00:59:21
6,Gaza destruction shown in new satellite images,,2023-10-28 00:59:21
7,Fashion brand A&F facing sex-trafficking lawsuit,,2023-10-28 00:59:21
8,Maine Democrat reverses course on weapons ban,,2023-10-28 00:59:21
9,Congressman launches primary challenge to Biden,,2023-10-28 00:59:21
10,Russia hikes rates to 15% as inflation soars,,2023-10-28 00:59:21
