order,value,url,scrape_date
1,Suspect at large after two shot dead in Brussels,,2023-10-16 21:29:16
2,Suspect in killing of US Muslim boy appears in court,,2023-10-16 21:29:16
3,Trump gets gag order in 2020 election meddling case,,2023-10-16 21:29:16
4,Banker loses case over two-sandwich lunch claim,,2023-10-16 21:29:16
5,Iranian director Dariush Mehrjui and wife found dead,,2023-10-16 21:29:16
6,Polish right-wing party to lose majority - exit poll,,2023-10-16 21:29:16
7,Putin in China to strengthen anti-West coalition,,2023-10-16 21:29:16
8,Israel-Gaza inflames tensions on US college campuses,,2023-10-16 21:29:16
9,Trump sues in UK over ex-spy's Russia sex claims,,2023-10-16 21:29:16
10,US actress Suzanne Somers dies aged 76,,2023-10-16 21:29:16
