order,value,url,scrape_date
1,Centre-right's Luxon wins New Zealand election,,2023-10-14 12:14:04
2,BBC journalists held at gunpoint by Israeli police,,2023-10-14 12:14:04
3,Flintoff agrees compensation over Top Gear crash,,2023-10-14 12:14:04
4,"'Oh god, they're here': Hamas massacre captured on Israeli mothers' WhatsApp group",,2023-10-14 12:14:04
5,Rosenberg: Putin ready to benefit from Israel-Gaza war,,2023-10-14 12:14:04
6,"Kenya, China and a railway to nowhere",,2023-10-14 12:14:04
7,Treacherous ground for US politicians on Israel-Gaza,,2023-10-14 12:14:04
8,Gaza Strip in maps: What it's like for the people that live there,,2023-10-14 12:14:04
9,Could an Israeli ground invasion of Gaza meet its aims?,,2023-10-14 12:14:04
10,Michael Caine confirms he has retired from acting,,2023-10-14 12:14:04
