order_var,value,url,scrape_date
1,Hamburg Airport hostage drama ends after 18 hours,,2023-11-05 18:37:41
2,Four surprises that could upend the 2024 US election,,2023-11-05 18:37:41
3,Rock in a hard place as French border keeps neighbours apart,,2023-11-05 18:37:41
4,DJ shot dead during live broadcast in Philippines,,2023-11-05 18:37:41
5,Israel-Gaza war taking focus from Ukraine - Zelensky,,2023-11-05 18:37:41
6,Rescued bear arrives in Devon via Eurotunnel,,2023-11-05 18:37:41
7,Matthew Perry buried in private ceremony - US media,,2023-11-05 18:37:41
8,Blinken rejects call for Israeli ceasefire in Gaza,,2023-11-05 18:37:41
9,Four-year-old hostage held on Hamburg Airport tarmac,,2023-11-05 18:37:41
10,Red-hot Afrobeats star Rema doesn’t intend to calm down,,2023-11-05 18:37:41
