order_var,value,url,scrape_date
1,Matthew Perry: Friends fame couldn't quell deep demons,,2023-10-29 17:41:15
2,Friends star Matthew Perry dies at 54,,2023-10-29 17:41:15
3,Leonormania hits Spain as crown princess turns 18,,2023-10-29 17:41:15
4,Ice hockey player Johnson dies after neck cut,,2023-10-29 17:41:15
5,Springboks bring hope to a troubled nation,,2023-10-29 17:41:15
6,Mike Pence withdraws from 2024 US presidential race,,2023-10-29 17:41:15
7,Matthew Perry's life in pictures,,2023-10-29 17:41:15
8,Soldiers sent to devastated Acapulco amid looting,,2023-10-29 17:41:15
9,Martin warns UK against changing Irish unity terms,,2023-10-29 17:41:15
10,Matthew Perry and Chandler: A match made in comedy heaven,,2023-10-29 17:41:15
