order_var,value,url,scrape_date
1,Company found guilty over NZ volcano disaster,,2023-10-31 09:13:08
2,US rejects Putin claim over anti-Jewish airport mob,,2023-10-31 09:13:08
3,Friends stars 'devastated' by Matthew Perry's death,,2023-10-31 09:13:08
4,US rejects calls for Israel-Hamas ceasefire,,2023-10-31 09:13:08
5,Whole family shot dead in Russia-held Ukraine town,,2023-10-31 09:13:08
6,Two wounded after rare Japan hospital shooting,,2023-10-31 09:13:08
7,Plan to disqualify Trump from ballot goes to court,,2023-10-31 09:13:08
8,The Halloween peppermints that poisoned a city,,2023-10-31 09:13:08
9,US Army warned Maine suspect should not have guns,,2023-10-31 09:13:08
10,German politician held after Nazi slogan complaint,,2023-10-31 09:13:08
