order_var,value,url,scrape_date
1,BBC verifies attacks in Gaza 'safe' areas,,2023-11-01 19:44:09
2,"US couple fined $28,000 for child cruelty in Uganda",,2023-11-01 19:44:09
3,"Sir Bobby Charlton died after fall, inquest hears",,2023-11-01 19:44:09
4,"Russia hits 118 settlements in one day, says Kyiv",,2023-11-01 19:44:09
5,De Niro erupts in court over ex-assistant's claims,,2023-11-01 19:44:09
6,Why Indians are debating a 70-hour work week,,2023-11-01 19:44:09
7,US pilot charged for allegedly threatening captain,,2023-11-01 19:44:09
8,"In one blast, Khalil Khader lost all his children",,2023-11-01 19:44:09
9,Cornell student held over threats to Jewish classmates,,2023-11-01 19:44:09
10,Why Trump's children are testifying in fraud case,,2023-11-01 19:44:09
