order_var,value,url,scrape_date
1,Russian TikTok star collapses after draft notice,,2023-11-08 22:26:33
2,He had a call from Israeli intelligence. 'We have the order to bomb. You have two hours',,2023-11-08 22:26:33
3,Man crushed to death by robot in South Korea,,2023-11-08 22:26:33
4,Hezbollah warns of regional war if Gaza bombing goes on,,2023-11-08 22:26:33
5,Russia hits civilian ship in Black Sea - Ukraine,,2023-11-08 22:26:33
6,Farmer survives crocodile attack by biting back,,2023-11-08 22:26:33
7,Ivanka Trump is pulled back into her father's orbit,,2023-11-08 22:26:33
8,House committee subpoenas Biden's son and brother,,2023-11-08 22:26:33
9,Australian store pulls 'Merry Ham-mas' bag,,2023-11-08 22:26:33
10,Star of David graffiti - the Russian connection,,2023-11-08 22:26:33
