order_var,value,url,scrape_date
1,Russian TikTok star collapses after draft notice,,2023-11-08 20:35:35
2,He had a call from Israeli intelligence. 'We have the order to bomb. You have two hours',,2023-11-08 20:35:35
3,Russia hits civilian ship in Black Sea - Ukraine,,2023-11-08 20:35:35
4,Man crushed to death by robot in South Korea,,2023-11-08 20:35:35
5,Hezbollah warns of regional war if Gaza bombing goes on,,2023-11-08 20:35:35
6,Farmer survives crocodile attack by biting back,,2023-11-08 20:35:35
7,Star of David graffiti - the Russian connection,,2023-11-08 20:35:35
8,Ivanka Trump is pulled back into her father's orbit,,2023-11-08 20:35:35
9,How WeWork’s founder flew too close to the Sun,,2023-11-08 20:35:35
10,Vorderman leaves BBC show over anti-government posts,,2023-11-08 20:35:35
