order_var,value,url,scrape_date
1,"Russia executing own retreating soldiers, US says",,2023-10-27 10:06:17
2,Li Keqiang: Ex-Chinese premier sidelined by Xi dies,,2023-10-27 10:06:17
3,US strikes Syria bases used by Iran-linked groups,,2023-10-27 10:06:17
4,Manhunt for Maine shooting suspect enters second day,,2023-10-27 10:06:17
5,US man charged over deadly attack at German castle,,2023-10-27 10:06:17
6,Qatar sentences Indian ex-naval officers to death,,2023-10-27 10:06:17
7,The Beatles announce release of their 'last song',,2023-10-27 10:06:17
8,What does new analysis tell us about Gaza hospital blast?,,2023-10-27 10:06:17
9,'Crypto King' tells judge he acted on legal advice,,2023-10-27 10:06:17
10,Weekly quiz: Why is Wednesday Addams missing out on Halloween?,,2023-10-27 10:06:17
