order_var,value,url,scrape_date
1,The US is quietly arming Taiwan to the teeth,,2023-11-06 07:25:30
2,Ukraine military under pressure over deadly strike,,2023-11-06 07:25:30
3,Barbra Streisand: I haven't had much fun in my life,,2023-11-06 07:25:30
4,Loneliest sheep in hiding after rehoming row,,2023-11-06 07:25:30
5,Few reasons for optimism after US diplomatic dash,,2023-11-06 07:25:30
6,Four surprises that could upend the 2024 US election,,2023-11-06 07:25:30
7,Díaz begs father's ELN kidnappers to free him,,2023-11-06 07:25:30
8,Hamburg Airport hostage drama ends after 18 hours,,2023-11-06 07:25:30
9,Rock in a hard place as French border keeps neighbours apart,,2023-11-06 07:25:30
10,Chicken nuggets recalled in US after metal found,,2023-11-06 07:25:30
