order_var,value,url,scrape_date
1,First-ever images prove 'lost echidna' not extinct,,2023-11-10 12:43:59
2,Jewish fears as German support for Israel stirs anger,,2023-11-10 12:43:59
3,Prince Harry wins latest stage in newspaper case,,2023-11-10 12:43:59
4,US veteran gets world's first eye transplant,,2023-11-10 12:43:59
5,Women in naked assault video ‘will not give up’,,2023-11-10 12:43:59
6,Home and Away star Johnny Ruffo dies aged 35,,2023-11-10 12:43:59
7,Stars hit red carpet at Hunger Games world premiere,,2023-11-10 12:43:59
8,De Niro's firm ordered to pay ex-assistant $1.2m,,2023-11-10 12:43:59
9,Hunt refuses to back Braverman's protest claims,,2023-11-10 12:43:59
10,Israel officials accuse Gaza reporters of knowing about Hamas attack,,2023-11-10 12:43:59
