order_var,value,url,scrape_date
1,Off-duty pilot accused of trying to crash airline jet,,2023-10-24 08:11:33
2,The Rock urges skin tone change to wax figure,,2023-10-24 08:11:33
3,"Britney Spears' memoir: An angry, cautionary tale",,2023-10-24 08:11:33
4,"‘Hamas said they wouldn’t shoot, then murdered my daughter’",,2023-10-24 08:11:33
5,The last residents of a bitterly contested Ukrainian town,,2023-10-24 08:11:33
6,Iceland's PM to strike over gender pay gap,,2023-10-24 08:11:33
7,Israel shows Hamas bodycam attack footage to journalists,,2023-10-24 08:11:33
8,Police chief’s son on run for shooting two officers,,2023-10-24 08:11:33
9,How far would US go to defend Israel?,,2023-10-24 08:11:33
10,World's shift to clean energy is 'unstoppable',,2023-10-24 08:11:33
