order_var,value,url,scrape_date
1,How two 4-year-olds were killed and social media denied it,,2023-10-26 08:39:28
2,At least 16 feared dead in Maine mass shooting,,2023-10-26 08:39:28
3,"Artist pulps 6,000 copies of The Da Vinci Code",,2023-10-26 08:39:28
4,Fireworks in court as Trump team calls Cohen a liar,,2023-10-26 08:39:28
5,Jailbreak king gets more jail time for bold escape,,2023-10-26 08:39:28
6,"'Helicopters, sirens. It's crazy' - Lewiston resident",,2023-10-26 08:39:28
7,Russia says it rehearsed 'massive' nuclear strike,,2023-10-26 08:39:28
8,EU leaders set to back humanitarian pauses in Gaza,,2023-10-26 08:39:28
9,Cruise firm pays thousands over Covid 'negligence',,2023-10-26 08:39:28
10,Israel demands UN chief resign over Hamas comments,,2023-10-26 08:39:28
