order_var,value,url,scrape_date
1,Iran says Tehran metro girl ‘brain dead’,,2023-10-23 05:29:26
2,The Maldives' new leader wants Indian troops to leave,,2023-10-23 05:29:26
3,Iran warns Israel to stop or region will 'go out of control',,2023-10-23 05:29:26
4,Detroit synagogue president found murdered,,2023-10-23 05:29:26
5,Hamilton disqualified as Verstappen wins US GP,,2023-10-23 05:29:26
6,Argentina heading for presidential run-off vote,,2023-10-23 05:29:26
7,Taiwan-based iPhone-maker Foxconn probed by China,,2023-10-23 05:29:26
8,Missing UK teen murdered in Hamas attack - family,,2023-10-23 05:29:26
9,American Jews and Palestinians face fear and hatred,,2023-10-23 05:29:26
10,Who are the hostages taken by Hamas from Israel?,,2023-10-23 05:29:26
