order,value,url,scrape_date
1,Teacher killed in France school stabbing,,2023-10-13 12:29:49
2,Father saves daughter he hadn’t seen for six years from massacre,,2023-10-13 12:29:49
3,Israel targets Hamas’s labyrinth of tunnels under Gaza,,2023-10-13 12:29:49
4,Pro-Palestinian demo broken up after French ban,,2023-10-13 12:29:49
5,Microsoft cleared for biggest ever gaming deal,,2023-10-13 12:29:49
6,Seven dead after migrant vehicle crashes in Germany,,2023-10-13 12:29:49
7,Three ways US Republican Speaker chaos ends,,2023-10-13 12:29:49
8,Air Canada sued over $20m gold and cash heist,,2023-10-13 12:29:49
9,Israel Gaza war: History of the conflict explained,,2023-10-13 12:29:49
10,China deported 'large number' of N Koreans - Seoul,,2023-10-13 12:29:49
