order_var,value,url,scrape_date
1,Hamas leader denies killing of civilians in Israel,,2023-11-07 10:40:11
2,Chinese alarm after second deadly gym collapse,,2023-11-07 10:40:11
3,Trump clashes repeatedly with judge in NY hearing,,2023-11-07 10:40:11
4,WeWork forced to file for bankruptcy in the US,,2023-11-07 10:40:11
5,Trump on the stand comes out swinging,,2023-11-07 10:40:11
6,Letters from Seven Years' War opened 250 years later,,2023-11-07 10:40:11
7,Chinese tourists are back - but not in Thailand,,2023-11-07 10:40:11
8,Why Trump may have deliberately provoked judge,,2023-11-07 10:40:11
9,Italy to seize $835m from Airbnb in tax inquiry,,2023-11-07 10:40:11
10,Rooney speaks of drink struggles in Burrow podcast,,2023-11-07 10:40:11
