order_var,value,url,scrape_date
1,Murder at elite school horrifies Australia,,2023-10-30 03:33:26
2,Matthew Perry: Friends fame couldn't quell deep demons,,2023-10-30 03:33:26
3,Anti-Israel mob storms Dagestan airport,,2023-10-30 03:33:26
4,Friends creators pay tribute to 'brilliant' Perry,,2023-10-30 03:33:26
5,Leonormania hits Spain as crown princess turns 18,,2023-10-30 03:33:26
6,Magic Johnson declared a billionaire by Forbes,,2023-10-30 03:33:26
7,Beaten into a coma for taking extra food at school,,2023-10-30 03:33:26
8,Ice hockey player Johnson dies after neck cut,,2023-10-30 03:33:26
9,Lyon boss Grosso 'seriously injured' in bus attack,,2023-10-30 03:33:26
10,Matthew Perry's life in pictures,,2023-10-30 03:33:26
