order,value,url,scrape_date
1,Trump ex-lawyer pleads guilty in Georgia election case,,2023-10-19 17:44:34
2,'Mannequin' arrested after Warsaw shop burglary,,2023-10-19 17:44:34
3,Threats fly as US House Speaker race turns ugly,,2023-10-19 17:44:34
4,"What video, pictures and other evidence tell us about Gaza hospital blast",,2023-10-19 17:44:34
5,Second American journalist detained in Russia,,2023-10-19 17:44:34
6,Gwyneth Paltrow rejects 'ugly' nepo baby label,,2023-10-19 17:44:34
7,Hundreds arrested at protest near US Capitol,,2023-10-19 17:44:34
8,Greta Thunberg joins climate protest outside bank,,2023-10-19 17:44:34
9,The top electric car maker that is not Tesla,,2023-10-19 17:44:34
10,Kenyan president approves divisive healthcare law,,2023-10-19 17:44:34
