order_var,value,url,scrape_date
1,Manslaughter arrest over ice hockey player death,,2023-11-15 04:14:49
2,US says Hamas has command centre under Gaza hospital,,2023-11-15 04:14:49
3,Xi's trips to Iowa: Tractors and Star Trek wallpaper,,2023-11-15 04:14:49
4,Pelosi hammer attack accused tearfully testifies,,2023-11-15 04:14:49
5,Arab and Muslim leaders blame West for Gaza misery,,2023-11-15 04:14:49
6,Cox and LeBlanc in new tributes to Matthew Perry,,2023-11-15 04:14:49
7,Buffy Sainte-Marie's 'pretendian' case strikes a nerve,,2023-11-15 04:14:49
8,Luis Díaz reunited with father after kidnapping,,2023-11-15 04:14:49
9,Jury hears man who killed Muslim family was on drugs,,2023-11-15 04:14:49
10,Suella Braverman accuses PM of betrayal,,2023-11-15 04:14:49
