order_var,value,url,scrape_date
1,Macron urges Israel to stop bombing babies in Gaza,,2023-11-11 02:01:55
2,Gucci and Moschino designer dies aged 46,,2023-11-11 02:01:55
3,Taylor Swift breaks record with Grammy nomination,,2023-11-11 02:01:55
4,Ex-US senator chases man who molested her on a jog,,2023-11-11 02:01:55
5,German hiking group reported to police as migrants,,2023-11-11 02:01:55
6,Two far-right terror suspects detained in Belgium,,2023-11-11 02:01:55
7,Astronaut who led Apollo 8 mission dies aged 95,,2023-11-11 02:01:55
8,Biden and Xi Jinping to meet in California,,2023-11-11 02:01:55
9,First-ever images prove 'lost echidna' not extinct,,2023-11-11 02:01:55
10,FBI seize NYC mayor's phones in financing probe,,2023-11-11 02:01:55
