order,value,url,scrape_date
1,'Mannequin' arrested after Warsaw shop burglary,,2023-10-19 17:04:15
2,Threats fly as US House Speaker race turns ugly,,2023-10-19 17:04:15
3,"What video, pictures and other evidence tell us about Gaza hospital blast",,2023-10-19 17:04:15
4,Second American journalist detained in Russia,,2023-10-19 17:04:15
5,Gwyneth Paltrow rejects 'ugly' nepo baby label,,2023-10-19 17:04:15
6,"Nokia to axe up to 14,000 jobs to cut costs",,2023-10-19 17:04:15
7,Greta Thunberg joins climate protest outside bank,,2023-10-19 17:04:15
8,Bowen: Joe Biden's search for a Middle East solution just got harder,,2023-10-19 17:04:15
9,Natalee Holloway suspect admits to 2005 killing,,2023-10-19 17:04:15
10,The top electric car maker that is not Tesla,,2023-10-19 17:04:15
