order_var,value,url,scrape_date
1,Woman charged with murder in poison mushroom case,,2023-11-02 15:02:31
2,Offshore ‘secrecy factory’ exploiting UK loophole,,2023-11-02 15:02:31
3,Swiss village ding-dong over challenge to cowbells,,2023-11-02 15:02:31
4,Hampshire apologises for Depp and Heard costume,,2023-11-02 15:02:31
5,Official nerves show as BBC hears praise for dead Chinese leader,,2023-11-02 15:02:31
6,"Taylor Tomlinson, 29, fills James Corden's TV slot",,2023-11-02 15:02:31
7,Zambia withdraws ex-president's retirement benefits,,2023-11-02 15:02:31
8,Chinese beer worker urinated into tank after argument,,2023-11-02 15:02:31
9,"Children must be off limits, says father of abducted kids",,2023-11-02 15:02:31
10,M&S pulls Christmas ad post after 'flag' backlash,,2023-11-02 15:02:31
