order_var,value,url,scrape_date
1,Stay at home orders lifted after Maine shooting,,2023-10-28 03:39:52
2,Doubt cast on indigenous roots of Buffy Sainte-Marie,,2023-10-28 03:39:52
3,Why Li Keqiang's death is dangerous for Xi Jinping,,2023-10-28 03:39:52
4,Donald Trump and children to testify in fraud case,,2023-10-28 03:39:52
5,Fashion brand A&F facing sex-trafficking lawsuit,,2023-10-28 03:39:52
6,Gaza destruction shown in new satellite images,,2023-10-28 03:39:52
7,Israel angrily dismisses UN Gaza truce resolution,,2023-10-28 03:39:52
8,Sailor rescued after days drifting in Pacific Ocean,,2023-10-28 03:39:52
9,People in Gaza uncontactable as Israel steps up strikes,,2023-10-28 03:39:52
10,Maine Democrat reverses course on weapons ban,,2023-10-28 03:39:52
