order_var,value,url,scrape_date
1,Hezbollah chief to break silence on Israel-Gaza war,,2023-11-03 13:53:58
2,Mushroom cook tried to kill ex four times - police,,2023-11-03 13:53:58
3,Convicted 'Crypto King' faces decades in jail,,2023-11-03 13:53:58
4,Floods ravage Tuscany as Storm Ciarán hits Italy,,2023-11-03 13:53:58
5,Pablo Escobar's feral hippos face cull in Colombia,,2023-11-03 13:53:58
6,Trump's sons a study in contrasts in court showdown,,2023-11-03 13:53:58
7,Everyone got duped by Sam Bankman-Fried's big gamble,,2023-11-03 13:53:58
8,Germany's migrant row deepens as illegal arrivals soar,,2023-11-03 13:53:58
9,Aerosmith's Steven Tyler accused of sexual assault,,2023-11-03 13:53:58
10,Lisa Marie feared film would show 'predator' Elvis,,2023-11-03 13:53:58
