order_var,value,url,scrape_date
1,Paris police shoot woman at station after threats,,2023-10-31 17:04:22
2,Anti-war protesters disrupt US Senate hearing,,2023-10-31 17:04:22
3,US to remove four African countries from trade deal,,2023-10-31 17:04:22
4,South Africa rugby champions get heroes' welcome,,2023-10-31 17:04:22
5,Friends stars 'devastated' by Matthew Perry's death,,2023-10-31 17:04:22
6,What China wants from Israel-Hamas war,,2023-10-31 17:04:22
7,Sanctioned Russian tycoon detained in France,,2023-10-31 17:04:22
8,'Sometimes from behind the camera I just stand and cry',,2023-10-31 17:04:22
9,Company found guilty over NZ volcano disaster,,2023-10-31 17:04:22
10,"British Jews are 'full of fear, like I've never seen before'",,2023-10-31 17:04:22
