order_var,value,url,scrape_date
1,"Russia executing own retreating soldiers, US says",,2023-10-27 10:31:21
2,Li Keqiang: Ex-Chinese premier sidelined by Xi dies,,2023-10-27 10:31:21
3,US strikes Syria bases used by Iran-linked groups,,2023-10-27 10:31:21
4,Manhunt for Maine shooting suspect enters second day,,2023-10-27 10:31:21
5,US man charged over deadly attack at German castle,,2023-10-27 10:31:21
6,Qatar sentences Indian ex-naval officers to death,,2023-10-27 10:31:21
7,What does new analysis tell us about Gaza hospital blast?,,2023-10-27 10:31:21
8,'Crypto King' tells judge he acted on legal advice,,2023-10-27 10:31:21
9,The Beatles announce release of their 'last song',,2023-10-27 10:31:21
10,Weekly quiz: Why is Wednesday Addams missing out on Halloween?,,2023-10-27 10:31:21
