order_var,value,url,scrape_date
1,White House criticises Musk over antisemitic lie,,2023-11-18 00:42:41
2,AI boss Sam Altman ousted after board loses confidence,,2023-11-18 00:42:41
3,Ex-First Lady Rosalynn Carter enters hospice care,,2023-11-18 00:42:41
4,'Multiple victims' in New Hampshire hospital shooting,,2023-11-18 00:42:41
5,Biden facing internal dissent over Israel's Gaza campaign,,2023-11-18 00:42:41
6,Bowen: Ceasefire demands will grow without proof of Hamas HQ at Al-Shifa,,2023-11-18 00:42:41
7,Israel finds second hostage body near hospital,,2023-11-18 00:42:41
8,Apple to cross message divide but green bubbles stay,,2023-11-18 00:42:41
9,Ukraine gains riverbank foothold but front lines barely move,,2023-11-18 00:42:41
10,Weah congratulates Boakai after Liberia poll,,2023-11-18 00:42:41
