order_var,value,url,scrape_date
1,Russian TikTok star collapses after draft notice,,2023-11-09 01:32:27
2,Ivanka Trump testifies she can't recall loan details,,2023-11-09 01:32:27
3,US and Italy arrest 16 alleged Gambino mafia members,,2023-11-09 01:32:27
4,Hezbollah warns of regional war if Gaza bombing goes on,,2023-11-09 01:32:27
5,Russia hits civilian ship in Black Sea - Ukraine,,2023-11-09 01:32:27
6,He had a call from Israeli intelligence. 'We have the order to bomb. You have two hours',,2023-11-09 01:32:27
7,Man crushed to death by robot in South Korea,,2023-11-09 01:32:27
8,French tourist jailed in Iran for five years,,2023-11-09 01:32:27
9,How WeWork’s founder flew too close to the Sun,,2023-11-09 01:32:27
10,Heavy fighting flares in historic Ethiopian town,,2023-11-09 01:32:27
