order,value,url,scrape_date
1,Berlusconi's 'worthless' art a headache for heirs,,2023-10-20 03:30:11
2,Canada withdraws 41 diplomats from India,,2023-10-20 03:30:11
3,The world is losing its humanity - UN agency chief,,2023-10-20 03:30:11
4,Ukraine troop build-up reported across Dnipro river,,2023-10-20 03:30:11
5,Trump ex-lawyer pleads guilty in Georgia election case,,2023-10-20 03:30:11
6,Jordan to run again for Speaker as backup plan fails,,2023-10-20 03:30:11
7,Hundreds arrested at protest near US Capitol,,2023-10-20 03:30:11
8,'Mannequin' arrested after Warsaw shop burglary,,2023-10-20 03:30:11
9,"What video, pictures and other evidence tell us about Gaza hospital blast",,2023-10-20 03:30:11
10,Driver arrested after US crash kills four students,,2023-10-20 03:30:11
