order_var,value,url,scrape_date
1,At least 16 feared dead in Maine mass shooting,,2023-10-26 07:29:19
2,How two 4-year-olds were killed and social media denied it,,2023-10-26 07:29:19
3,Fireworks in court as Trump team calls Cohen a liar,,2023-10-26 07:29:19
4,"Artist pulps 6,000 copies of The Da Vinci Code",,2023-10-26 07:29:19
5,"'Helicopters, sirens. It's crazy' - Lewiston resident",,2023-10-26 07:29:19
6,Jailbreak king gets more jail time for bold escape,,2023-10-26 07:29:19
7,Russia says it rehearsed 'massive' nuclear strike,,2023-10-26 07:29:19
8,EU leaders set to back humanitarian pauses in Gaza,,2023-10-26 07:29:19
9,Israel demands UN chief resign over Hamas comments,,2023-10-26 07:29:19
10,Cruise firm pays thousands over Covid 'negligence',,2023-10-26 07:29:19
