order_var,value,url,scrape_date
1,US says Hamas has command centre under Gaza hospital,,2023-11-15 05:14:57
2,Manslaughter arrest over ice hockey player death,,2023-11-15 05:14:57
3,Xi's trips to Iowa: Tractors and Star Trek wallpaper,,2023-11-15 05:14:57
4,Pelosi hammer attack accused tearfully testifies,,2023-11-15 05:14:57
5,Cox and LeBlanc in new tributes to Matthew Perry,,2023-11-15 05:14:57
6,Buffy Sainte-Marie's 'pretendian' case strikes a nerve,,2023-11-15 05:14:57
7,Why South Africa regrets its liberal asylum laws,,2023-11-15 05:14:57
8,Luis Díaz reunited with father after kidnapping,,2023-11-15 05:14:57
9,Arab and Muslim leaders blame West for Gaza misery,,2023-11-15 05:14:57
10,Jury hears man who killed Muslim family was on drugs,,2023-11-15 05:14:57
