order,value,url,scrape_date
1,"What video, pictures and other evidence tell us about Gaza hospital blast",,2023-10-19 12:26:58
2,Threats fly as US House Speaker race turns ugly,,2023-10-19 12:26:58
3,Naga Munchetty told to suck it up by NHS doctors,,2023-10-19 12:26:58
4,"Nokia to axe up to 14,000 jobs to cut costs",,2023-10-19 12:26:58
5,Bowen: Joe Biden's search for a Middle East solution just got harder,,2023-10-19 12:26:58
6,Law firm pulls student job offers over Israel letters,,2023-10-19 12:26:58
7,At least 189 bodies found at US 'green' funeral home,,2023-10-19 12:26:58
8,The top electric car maker that is not Tesla,,2023-10-19 12:26:58
9,Natalee Holloway suspect admits to 2005 killing,,2023-10-19 12:26:58
10,Rocky actor Burt Young dies aged 83,,2023-10-19 12:26:58
