order_var,value,url,scrape_date
1,Birthday gift grenade kills Ukraine army chief aide,,2023-11-07 15:40:56
2,First images revealed from 'dark Universe' mission,,2023-11-07 15:40:56
3,Former child star Evan Ellingson dies at 35,,2023-11-07 15:40:56
4,Hamas leader denies killing of civilians in Israel,,2023-11-07 15:40:56
5,Why Trump may have deliberately provoked judge,,2023-11-07 15:40:56
6,Germany agrees to consider UK-style asylum plan,,2023-11-07 15:40:56
7,Trump on the stand comes out swinging,,2023-11-07 15:40:56
8,Trump clashes repeatedly with judge in NY hearing,,2023-11-07 15:40:56
9,Thieves put gun to South Africa minister's head,,2023-11-07 15:40:56
10,Popular Nigerian actor's leg amputated - family,,2023-11-07 15:40:56
