order_var,value,url,scrape_date
1,"Russia executing own retreating soldiers, US says",,2023-10-27 12:41:41
2,Hundreds of officers search for Maine shooting suspect,,2023-10-27 12:41:41
3,US strikes Syria bases used by Iran-linked groups,,2023-10-27 12:41:41
4,Li Keqiang: Ex-Chinese premier sidelined by Xi dies,,2023-10-27 12:41:41
5,Why Li Keqiang's death is dangerous for Xi Jinping,,2023-10-27 12:41:41
6,US man charged over deadly attack at German castle,,2023-10-27 12:41:41
7,Taylor Swift's 1989: Her biggest album returns,,2023-10-27 12:41:41
8,Qatar sentences Indian ex-naval officers to death,,2023-10-27 12:41:41
9,Anger at Uganda plan to name road after slain tourists,,2023-10-27 12:41:41
10,What does new analysis tell us about Gaza hospital blast?,,2023-10-27 12:41:41
