order_var,value,url,scrape_date
1,Birthday gift grenade kills Ukraine army chief aide,,2023-11-07 21:41:44
2,First images revealed from 'dark Universe' mission,,2023-11-07 21:41:44
3,Global wine production falls to 62-year low,,2023-11-07 21:41:44
4,Why Trump may have deliberately provoked judge,,2023-11-07 21:41:44
5,Irish chef unseats Nigerian as world-record cook,,2023-11-07 21:41:44
6,Poet Rupi Kaur rejects White House invite over Gaza,,2023-11-07 21:41:44
7,Hamas leader denies killing of civilians in Israel,,2023-11-07 21:41:44
8,"Playing Prince Harry: wig, accent - and no suntan",,2023-11-07 21:41:44
9,Thieves put gun to South Africa minister's head,,2023-11-07 21:41:44
10,Portuguese PM resigns over energy deal probe,,2023-11-07 21:41:44
