order_var,value,url,scrape_date
1,"Russia executing own retreating soldiers, US says",,2023-10-27 11:16:28
2,US strikes Syria bases used by Iran-linked groups,,2023-10-27 11:16:28
3,Li Keqiang: Ex-Chinese premier sidelined by Xi dies,,2023-10-27 11:16:28
4,Manhunt for Maine shooting suspect enters second day,,2023-10-27 11:16:28
5,US man charged over deadly attack at German castle,,2023-10-27 11:16:28
6,Qatar sentences Indian ex-naval officers to death,,2023-10-27 11:16:28
7,What does new analysis tell us about Gaza hospital blast?,,2023-10-27 11:16:28
8,'Crypto King' tells judge he acted on legal advice,,2023-10-27 11:16:28
9,The Beatles announce release of their 'last song',,2023-10-27 11:16:28
10,Weekly quiz: Why is Wednesday Addams missing out on Halloween?,,2023-10-27 11:16:28
