order_var,value,url,scrape_date
1,Russian TikTok star collapses after draft notice,,2023-11-09 01:22:26
2,Ivanka Trump testifies she can't recall loan details,,2023-11-09 01:22:26
3,US and Italy arrest 16 alleged Gambino mafia members,,2023-11-09 01:22:26
4,Hezbollah warns of regional war if Gaza bombing goes on,,2023-11-09 01:22:26
5,Russia hits civilian ship in Black Sea - Ukraine,,2023-11-09 01:22:26
6,He had a call from Israeli intelligence. 'We have the order to bomb. You have two hours',,2023-11-09 01:22:26
7,French tourist jailed in Iran for five years,,2023-11-09 01:22:26
8,Man crushed to death by robot in South Korea,,2023-11-09 01:22:26
9,Ivanka Trump is pulled back into her father's orbit,,2023-11-09 01:22:26
10,How WeWork’s founder flew too close to the Sun,,2023-11-09 01:22:26
