order_var,value,url,scrape_date
1,Suella Braverman sacked as home secretary,,2023-11-13 17:23:52
2,The Marvels bombs with lowest MCU box office debut,,2023-11-13 17:23:52
3,State media retract report of Russian retreat,,2023-11-13 17:23:52
4,Iceland volcano: what will the impact be?,,2023-11-13 17:23:52
5,Iceland quakes weaker but volcano warning persists,,2023-11-13 17:23:52
6,Toxic haze in Delhi after Diwali festival,,2023-11-13 17:23:52
7,Public holiday in Kenya to plant 100 million trees,,2023-11-13 17:23:52
8,Fashion mogul Peter Nygard guilty of sex assaults,,2023-11-13 17:23:52
9,Terrorism charges over Uganda honeymoon deaths,,2023-11-13 17:23:52
10,Why a South African politician touched a nerve in Kenya,,2023-11-13 17:23:52
