order_var,value,url,scrape_date
1,The Crown final season splits critics,,2023-11-16 19:45:57
2,BBC goes inside Al-Shifa hospital with the Israeli army,,2023-11-16 19:45:57
3,Dog survives 10 weeks in wild beside dead owner,,2023-11-16 19:45:57
4,Santos won't seek re-election after ethics report,,2023-11-16 19:45:57
5,Russian Carlsberg staff arrested after business seized,,2023-11-16 19:45:57
6,Russian artist gets 7 years for anti-war messages,,2023-11-16 19:45:57
7,Spain's Pedro Sánchez wins new term as PM,,2023-11-16 19:45:57
8,Five things we learned from the Biden-Xi meeting,,2023-11-16 19:45:57
9,Finland to close some Russia border crossings - PM,,2023-11-16 19:45:57
10,Protest at Democratic headquarters turns violent,,2023-11-16 19:45:57
