order_var,value,url,scrape_date
1,What a Trump second term would look like,,2023-11-04 16:28:23
2,Matthew Perry buried in private ceremony - US media,,2023-11-04 16:28:23
3,Woman accuses Brand of sexual assault on film set,,2023-11-04 16:28:23
4,Space telescope records baby star's first screams,,2023-11-04 16:28:23
5,Bowen: Five new realities after four weeks of Israel-Gaza war,,2023-11-04 16:28:23
6,US acknowledges flying unarmed drones over Gaza,,2023-11-04 16:28:23
7,'They couldn't save my daughter': 150 dead in Nepal quake,,2023-11-04 16:28:23
8,Guinea ex-ruler sprung from jail by armed men,,2023-11-04 16:28:23
9,Hezbollah steps back from all-out war on Israel - for now,,2023-11-04 16:28:23
10,Concerns over growing flock of wild hens,,2023-11-04 16:28:23
