order,value,url,scrape_date
1,"Saudi prince slams Hamas, Israel and the West",,2023-10-21 11:45:09
2,Women and young voters drive Poland's right from power,,2023-10-21 11:45:09
3,West Bank Palestinians hit by surge of Israeli settler attacks,,2023-10-21 11:45:09
4,"Hamas frees two US hostages, a mother and daughter",,2023-10-21 11:45:09
5,Italy PM splits from partner after lewd TV remarks,,2023-10-21 11:45:09
6,Israel aims to cut Gaza ties after war with Hamas,,2023-10-21 11:45:09
7,Judge fines Donald Trump for breaking gag order,,2023-10-21 11:45:09
8,Czech village priest sorry for smashing pumpkins,,2023-10-21 11:45:09
9,Republicans back to square one as Speaker crisis deepens,,2023-10-21 11:45:09
10,Maryland judge shot and killed outside his home,,2023-10-21 11:45:09
