order,value,url,scrape_date
1,Emily Blunt regrets 'hurtful' comments in old clip,,2023-10-21 17:42:44
2,Why Kyiv's east bank gain could be significant,,2023-10-21 17:42:44
3,Israeli Arabs arrested over Gaza social media posts,,2023-10-21 17:42:44
4,England and Man Utd legend Charlton dies aged 86,,2023-10-21 17:42:44
5,West Bank Palestinians hit by surge of Israeli settler attacks,,2023-10-21 17:42:44
6,The forgotten Israeli hostages kept by Hamas for years,,2023-10-21 17:42:44
7,"Saudi prince slams Hamas, Israel and the West",,2023-10-21 17:42:44
8,"Hamas frees two US hostages, a mother and daughter",,2023-10-21 17:42:44
9,Women and young voters drive Poland's right from power,,2023-10-21 17:42:44
10,Italy PM splits from partner after lewd TV remarks,,2023-10-21 17:42:44
