order_var,value,url,scrape_date
1,Woman charged with murder in poison mushroom case,,2023-11-02 14:02:22
2,Hampshire apologises for Depp and Heard costume,,2023-11-02 14:02:22
3,Swiss village ding-dong over challenge to cowbells,,2023-11-02 14:02:22
4,Official nerves show as BBC hears praise for dead Chinese leader,,2023-11-02 14:02:22
5,Relaxed Trump Jr cracks jokes in courtroom debut,,2023-11-02 14:02:22
6,M&S pulls Christmas ad post after 'flag' backlash,,2023-11-02 14:02:22
7,Zambia withdraws ex-president's retirement benefits,,2023-11-02 14:02:22
8,"Children must be off limits, says father of abducted kids",,2023-11-02 14:02:22
9,"Taylor Tomlinson, 29, fills James Corden's TV slot",,2023-11-02 14:02:22
10,'I don’t want to die at 24' - trapped Gaza woman,,2023-11-02 14:02:22
