order,value,url,scrape_date
1,BBC journalists held at gunpoint by Israeli police,,2023-10-14 12:03:44
2,Flintoff agrees compensation over Top Gear crash,,2023-10-14 12:03:44
3,Rosenberg: Putin ready to benefit from Israel-Gaza war,,2023-10-14 12:03:44
4,"'Oh god, they're here': Hamas massacre captured on Israeli mothers' WhatsApp group",,2023-10-14 12:03:44
5,"Kenya, China and a railway to nowhere",,2023-10-14 12:03:44
6,Could an Israeli ground invasion of Gaza meet its aims?,,2023-10-14 12:03:44
7,Michael Caine confirms he has retired from acting,,2023-10-14 12:03:44
8,Treacherous ground for US politicians on Israel-Gaza,,2023-10-14 12:03:44
9,Gaza Strip in maps: What it's like for the people that live there,,2023-10-14 12:03:44
10,Trump-backed Jim Jordan chosen as Speaker nominee,,2023-10-14 12:03:44
