order_var,value,url,scrape_date
1,The Beatles announce release of their 'last song',,2023-10-26 19:46:01
2,How two 4-year-olds were killed and social media denied it,,2023-10-26 19:46:01
3,MP Crispin Blunt arrested on suspicion of rape,,2023-10-26 19:46:01
4,'Reconnaissance by fire' - What Israel's Gaza raid tells us,,2023-10-26 19:46:01
5,Russia likely targeted Ukraine nuclear plant - Zelensky,,2023-10-26 19:46:01
6,Why Macron is sending a humanitarian ship to Gaza,,2023-10-26 19:46:01
7,What does new analysis tell us about Gaza hospital blast?,,2023-10-26 19:46:01
8,Cats rescued from slaughter for meat in China,,2023-10-26 19:46:01
9,US will defend Philippines if China attacks: Biden,,2023-10-26 19:46:01
10,Man cleared of spying on Sweden and US for Russia,,2023-10-26 19:46:01
