order,value,url,scrape_date
1,Polish right-wing party to lose majority - exit poll,,2023-10-16 02:08:48
2,"Boy, 6, killed in anti-Muslim attack, say US police",,2023-10-16 02:08:48
3,Inside the exhausted Gazan city with a million mouths to feed,,2023-10-16 02:08:48
4,Iranian director Dariush Mehrjui and wife found dead,,2023-10-16 02:08:48
5,US actress Suzanne Somers dies aged 76,,2023-10-16 02:08:48
6,11kg of suspected cocaine found in wheelchair,,2023-10-16 02:08:48
7,Medieval 'love motto' gold ring found,,2023-10-16 02:08:48
8,Who's behind Israel-Gaza disinformation and hate online?,,2023-10-16 02:08:48
9,Ecuador chooses president during wave of violence,,2023-10-16 02:08:48
10,Afghanistan hit by third earthquake in a week,,2023-10-16 02:08:48
