order_var,value,url,scrape_date
1,US rejects Putin claim over anti-Jewish airport mob,,2023-10-31 10:48:23
2,Company found guilty over NZ volcano disaster,,2023-10-31 10:48:23
3,Friends stars 'devastated' by Matthew Perry's death,,2023-10-31 10:48:23
4,'Sometimes from behind the camera I just stand and cry',,2023-10-31 10:48:23
5,Whole family shot dead in Russia-held Ukraine town,,2023-10-31 10:48:23
6,What China wants from Israel-Hamas war,,2023-10-31 10:48:23
7,US to remove four African countries from trade deal,,2023-10-31 10:48:23
8,Two wounded after Japan hospital shooting,,2023-10-31 10:48:23
9,The Halloween peppermints that poisoned a city,,2023-10-31 10:48:23
10,US rejects calls for Israel-Hamas ceasefire,,2023-10-31 10:48:23
