order_var,value,url,scrape_date
1,At least 16 feared dead in mass shootings in Maine,,2023-10-26 06:44:13
2,How two 4-year-olds were killed and social media denied it,,2023-10-26 06:44:13
3,Fireworks in court as Trump team calls Cohen a liar,,2023-10-26 06:44:13
4,Russia says it rehearsed 'massive' nuclear strike,,2023-10-26 06:44:13
5,"Artist pulps 6,000 copies of The Da Vinci Code",,2023-10-26 06:44:13
6,"'Helicopters, sirens. It's crazy' - Lewiston resident",,2023-10-26 06:44:13
7,Jailbreak king gets more jail time for bold escape,,2023-10-26 06:44:13
8,Israel demands UN chief resign over Hamas comments,,2023-10-26 06:44:13
9,Cruise firm pays thousands over Covid 'negligence',,2023-10-26 06:44:13
10,Republicans got a Speaker. Now begins the hard part,,2023-10-26 06:44:13
