order_var,value,url,scrape_date
1,Manslaughter arrest over ice hockey player death,,2023-11-15 02:14:31
2,Secret deal links Abramovich to Putin's 'wallets',,2023-11-15 02:14:31
3,US says Hamas has command centre under Gaza hospital,,2023-11-15 02:14:31
4,Xi's trips to Iowa: Tractors and Star Trek wallpaper,,2023-11-15 02:14:31
5,Suella Braverman accuses PM of betrayal,,2023-11-15 02:14:31
6,Cox and LeBlanc in new tributes to Matthew Perry,,2023-11-15 02:14:31
7,Arab and Muslim leaders blame West for Gaza misery,,2023-11-15 02:14:31
8,Kevin McCarthy accused of elbowing fellow Republican,,2023-11-15 02:14:31
9,Luis Díaz reunited with father after kidnapping,,2023-11-15 02:14:31
10,Pelosi hammer attack accused tearfully testifies,,2023-11-15 02:14:31
