order_var,value,url,scrape_date
1,Bolivia severs diplomatic ties with Israel,,2023-11-01 10:27:48
2,What China wants from Israel-Hamas war,,2023-11-01 10:27:48
3,Why Indians are debating a 70-hour work week,,2023-11-01 10:27:48
4,"WeWork plans to file for bankruptcy, reports say",,2023-11-01 10:27:48
5,Cornell student held over threats to Jewish classmates,,2023-11-01 10:27:48
6,Strikes on south Gaza: BBC verifies attacks in areas of ‘safety’,,2023-11-01 10:27:48
7,"In one blast, Khalil Khader lost all his children",,2023-11-01 10:27:48
8,Channing Tatum and Zoe Kravitz engaged - US media,,2023-11-01 10:27:48
9,Best celebrity Halloween costumes,,2023-11-01 10:27:48
10,'We failed - why our dream eco-business collapsed',,2023-11-01 10:27:48
