order_var,value,url,scrape_date
1,Macron urges Israel to stop bombing babies in Gaza,,2023-11-11 01:31:51
2,Gucci and Moschino designer dies aged 46,,2023-11-11 01:31:51
3,Taylor Swift breaks record with Grammy nomination,,2023-11-11 01:31:51
4,Ex-US senator chases man who molested her on a jog,,2023-11-11 01:31:51
5,First-ever images prove 'lost echidna' not extinct,,2023-11-11 01:31:51
6,Women in naked assault video ‘will not give up’,,2023-11-11 01:31:51
7,News outlets deny Israeli claims over Hamas attack,,2023-11-11 01:31:51
8,German hiking group reported to police as migrants,,2023-11-11 01:31:51
9,Two far-right terror suspects detained in Belgium,,2023-11-11 01:31:51
10,Biden and Xi Jinping to meet in California,,2023-11-11 01:31:51
