order_var,value,url,scrape_date
1,The US is quietly arming Taiwan to the teeth,,2023-11-06 17:26:56
2,Bumble founder steps down as boss of dating app,,2023-11-06 17:26:56
3,South Africa recalls all diplomats from Israel,,2023-11-06 17:26:56
4,Trump clashes with judge at New York fraud trial,,2023-11-06 17:26:56
5,Barbra Streisand: I haven't had much fun in my life,,2023-11-06 17:26:56
6,Korean man attacks woman for 'being a feminist',,2023-11-06 17:26:56
7,Human skull found in Florida charity shop,,2023-11-06 17:26:56
8,Uganda leader hits back at US trade pact expulsion,,2023-11-06 17:26:56
9,Ukraine military under pressure over deadly strike,,2023-11-06 17:26:56
10,"Over 30,000lb of chicken nuggets recalled in US",,2023-11-06 17:26:56
