order_var,value,url,scrape_date
1,'Heck of a reunion': Trump silent as Cohen dishes dirt,,2023-10-25 08:05:23
2,Republicans pick Mike Johnson as new Speaker nominee,,2023-10-25 08:05:23
3,China sacks defence minister Li Shangfu,,2023-10-25 08:05:23
4,"I went through hell, says elderly hostage released by Hamas",,2023-10-25 08:05:23
5,Black models shun Melbourne fashion week citing racism,,2023-10-25 08:05:23
6,Pilot accused of trying to crash jet cites breakdown,,2023-10-25 08:05:23
7,British model jailed in Peru over drug smuggling,,2023-10-25 08:05:23
8,Republicans self-destruct again in US Speaker saga,,2023-10-25 08:05:23
9,NZ town tormented by Celine Dion 'music battles',,2023-10-25 08:05:23
10,Shaft actor Richard Roundtree dies at 81,,2023-10-25 08:05:23
