order_var,value,url,scrape_date
1,How Trump's bombastic testimony unfolded,,2023-11-06 23:28:33
2,Trump clashes with judge in heated New York testimony,,2023-11-06 23:28:33
3,Hamas leader denies killing of civilians in Israel,,2023-11-06 23:28:33
4,Bumble founder steps down as boss of dating app,,2023-11-06 23:28:33
5,The US is quietly arming Taiwan to the teeth,,2023-11-06 23:28:33
6,Hungary museum head sacked over LGBT content,,2023-11-06 23:28:33
7,Barbra Streisand: I haven't had much fun in my life,,2023-11-06 23:28:33
8,Current Polish PM to try to form new government,,2023-11-06 23:28:33
9,Four charged over Blenheim Palace gold toilet theft,,2023-11-06 23:28:33
10,Italy to build migrant centres in Albania,,2023-11-06 23:28:33
