order_var,value,url,scrape_date
1,The Crown final season splits critics,,2023-11-16 20:06:00
2,BBC goes inside Al-Shifa hospital with the Israeli army,,2023-11-16 20:06:00
3,Dog survives 10 weeks in wild beside dead owner,,2023-11-16 20:06:00
4,Santos won't seek re-election after ethics report,,2023-11-16 20:06:00
5,Russian Carlsberg staff arrested after business seized,,2023-11-16 20:06:00
6,Russian artist gets 7 years for anti-war messages,,2023-11-16 20:06:00
7,Five things we learned from the Biden-Xi meeting,,2023-11-16 20:06:00
8,Spain's Pedro Sánchez wins new term as PM,,2023-11-16 20:06:00
9,Finland to close some Russia border crossings - PM,,2023-11-16 20:06:00
10,Protest at Democratic headquarters turns violent,,2023-11-16 20:06:00
